id,session_id,created_at,preferred_category,recommendation_type,recommended_menu_id,was_clicked,led_to_order
5347,26735,2025-12-25 08:36:00,ade,situation,18,0,0
5348,26735,2025-12-25 08:36:00,coldbrew,situation,7,1,1
5349,26745,2025-02-18 18:49:00,tea,situation,16,0,0
5350,26746,2025-07-15 20:30:00,tea,suggest,29,1,1
5351,26781,2025-07-28 09:40:00,tea,suggest,30,0,0
5352,26781,2025-07-28 09:40:00,latte,situation,23,0,0
5353,26782,2025-10-22 13:02:00,latte,situation,5,1,1
5354,26790,2025-10-02 18:23:00,tea,situation,31,1,1
5355,26790,2025-10-02 18:23:00,drip,situation,9,1,1
5356,26794,2025-08-13 07:33:00,tea,suggest,16,1,0
5357,26800,2025-11-27 09:38:00,ade,situation,18,1,1
5358,26811,2025-07-06 18:00:00,cappuccino,suggest,6,0,0
5359,26813,2025-04-20 14:17:00,frappe,suggest,12,0,0
5360,26823,2025-10-28 12:40:00,smoothie,situation,32,1,0
5361,26824,2025-11-16 08:53:00,cappuccino,situation,6,0,0
5362,26827,2025-05-29 20:11:00,latte,situation,5,1,1
5363,26836,2025-04-22 08:39:00,latte,situation,5,0,0
5364,26844,2025-01-11 16:03:00,latte,situation,23,0,0
5365,26851,2025-11-17 17:14:00,tea,suggest,30,0,0
5366,26853,2025-10-31 07:14:00,frappe,situation,13,0,0
5367,26853,2025-10-31 07:14:00,tea,situation,16,1,1
5368,26861,2025-06-16 08:07:00,tea,situation,28,1,1
5369,26875,2025-04-02 12:59:00,ade,situation,19,1,1
5370,26875,2025-04-02 12:59:00,tea,situation,16,0,0
5371,26911,2025-12-27 22:35:00,tea,situation,15,1,1
5372,26914,2025-09-03 08:54:00,tea,situation,30,0,0
5373,26916,2025-07-04 16:41:00,tea,situation,30,1,0
5374,26922,2025-06-20 12:43:00,frappe,situation,25,1,1
5375,26934,2025-10-11 18:10:00,tea,situation,27,0,0
5376,26935,2025-02-10 12:07:00,smoothie,suggest,20,1,0
5377,26936,2025-05-03 20:37:00,frappe,suggest,26,1,1
5378,26936,2025-05-03 20:37:00,frappe,situation,25,1,1
5379,26939,2025-06-10 09:58:00,coldbrew,suggest,7,1,1
5380,26939,2025-06-10 09:58:00,cappuccino,situation,6,1,1
5381,26968,2025-06-20 13:48:00,coldbrew,situation,7,1,1
5382,26969,2025-10-23 16:07:00,tea,situation,27,1,0
5383,26975,2025-07-18 18:37:00,smoothie,situation,32,1,0
5384,26981,2025-04-13 11:28:00,tea,suggest,17,1,0
5385,26989,2025-03-12 07:20:00,espresso,situation,1,1,1
5386,26997,2025-03-12 18:26:00,frappe,situation,25,0,0
5387,26997,2025-03-12 18:26:00,tea,suggest,15,1,1
5388,27011,2025-12-13 13:04:00,frappe,situation,13,1,1
5389,27016,2025-06-08 17:41:00,tea,situation,29,0,0
5390,27019,2025-01-23 15:58:00,tea,situation,30,1,0
5391,27019,2025-01-23 15:58:00,tea,situation,31,1,0
5392,27020,2025-02-06 16:16:00,smoothie,suggest,32,1,0
5393,27021,2025-10-10 08:03:00,smoothie,situation,20,0,0
5394,27022,2025-08-04 19:22:00,frappe,situation,25,1,1
5395,27024,2025-03-27 13:36:00,drip,situation,9,1,0
5396,27026,2025-10-03 11:13:00,tea,situation,30,0,0
5397,27029,2025-01-24 17:41:00,smoothie,suggest,32,0,0
5398,27039,2025-02-24 14:26:00,frappe,suggest,12,1,0
5399,27039,2025-02-24 14:26:00,americano,suggest,2,0,0
5400,27042,2025-01-03 12:36:00,latte,situation,5,1,0
5401,27042,2025-01-03 12:36:00,ade,situation,24,1,1
5402,27059,2025-11-06 21:57:00,tea,situation,30,1,1
5403,27059,2025-11-06 21:57:00,latte,situation,23,1,0
5404,27062,2025-02-12 09:15:00,tea,situation,16,0,0
5405,27062,2025-02-12 09:15:00,americano,situation,3,1,1
5406,27069,2025-06-14 17:45:00,drip,situation,9,0,0
5407,27069,2025-06-14 17:45:00,americano,situation,3,1,1
5408,27080,2025-07-31 15:08:00,tea,situation,31,1,1
5409,27086,2025-10-30 09:22:00,cappuccino,suggest,6,1,1
5410,27091,2025-03-17 09:49:00,ade,situation,24,1,1
5411,27091,2025-03-17 09:49:00,tea,situation,15,0,0
5412,27095,2025-07-11 16:21:00,frappe,suggest,26,1,1
5413,27096,2025-08-05 14:17:00,coldbrew,situation,8,1,1
5414,27100,2025-09-20 20:50:00,ade,situation,18,1,1
5415,27100,2025-09-20 20:50:00,ade,situation,19,0,0
5416,27119,2025-08-01 12:41:00,tea,situation,31,1,0
5417,27122,2025-01-10 11:22:00,juice,suggest,22,0,0
5418,27122,2025-01-10 11:22:00,cappuccino,situation,6,1,1
5419,27123,2025-06-18 20:19:00,coldbrew,situation,8,1,0
5420,27123,2025-06-18 20:19:00,espresso,situation,1,1,1
5421,27135,2025-09-01 08:59:00,tea,situation,16,0,0
5422,27144,2025-07-27 17:16:00,coldbrew,suggest,7,0,0
5423,27148,2025-07-02 12:27:00,americano,situation,2,0,0
5424,27149,2025-07-28 14:43:00,latte,suggest,10,0,0
5425,27151,2025-09-30 17:14:00,frappe,situation,25,0,0
5426,27170,2025-05-28 08:38:00,latte,situation,4,0,0
5427,27172,2025-02-09 08:55:00,tea,situation,30,1,0
5428,27173,2025-07-18 17:02:00,ade,situation,18,0,0
5429,27180,2025-03-25 13:01:00,tea,suggest,17,0,0
5430,27180,2025-03-25 13:01:00,tea,suggest,27,0,0
5431,27181,2025-11-16 11:22:00,frappe,situation,25,0,0
5432,27181,2025-11-16 11:22:00,latte,situation,5,1,1
5433,27188,2025-04-09 17:43:00,ade,situation,19,1,1
5434,27190,2025-08-26 07:26:00,cappuccino,suggest,6,0,0
5435,27191,2025-05-24 12:40:00,americano,situation,3,0,0
5436,27202,2025-02-15 18:45:00,latte,situation,11,1,1
5437,27205,2025-01-14 12:06:00,juice,suggest,22,0,0
5438,27206,2025-12-16 08:45:00,latte,situation,11,0,0
5439,27206,2025-12-16 08:45:00,frappe,situation,13,1,1
5440,27207,2025-03-26 12:34:00,ade,situation,18,1,0
5441,27207,2025-03-26 12:34:00,cappuccino,situation,6,1,0
5442,27211,2025-11-10 19:10:00,ade,situation,18,0,0
5443,27211,2025-11-10 19:10:00,latte,suggest,11,1,1
5444,27215,2025-03-02 12:46:00,ade,situation,18,1,0
5445,27215,2025-03-02 12:46:00,latte,situation,23,0,0
5446,27222,2025-01-30 17:48:00,cappuccino,situation,6,0,0
5447,27232,2025-01-10 18:20:00,latte,situation,4,1,0
5448,27235,2025-03-01 09:09:00,smoothie,situation,20,1,1
5449,27253,2025-11-03 11:06:00,smoothie,situation,21,0,0
5450,27253,2025-11-03 11:06:00,frappe,suggest,12,1,1
5451,27260,2025-09-07 15:55:00,cappuccino,situation,6,0,0
5452,27260,2025-09-07 15:55:00,frappe,situation,26,0,0
5453,27268,2025-04-13 09:06:00,latte,situation,11,0,0
5454,27268,2025-04-13 09:06:00,latte,suggest,5,1,1
5455,27277,2025-05-22 15:26:00,americano,situation,3,0,0
5456,27278,2025-07-10 16:43:00,tea,situation,31,1,1
5457,27280,2025-02-28 13:05:00,latte,situation,11,1,0
5458,27300,2025-09-24 07:23:00,smoothie,suggest,21,0,0
5459,27310,2025-12-17 09:19:00,coldbrew,suggest,8,1,0
5460,27313,2025-02-07 07:29:00,tea,situation,17,1,1
5461,27326,2025-09-14 16:49:00,ade,situation,24,0,0
5462,27326,2025-09-14 16:49:00,drip,situation,9,0,0
5463,27328,2025-09-10 18:32:00,smoothie,suggest,21,1,0
5464,27339,2025-10-05 15:23:00,frappe,situation,26,0,0
5465,27339,2025-10-05 15:23:00,latte,situation,10,1,0
5466,27347,2025-02-06 09:12:00,tea,situation,15,1,1
5467,27347,2025-02-06 09:12:00,latte,situation,11,1,1
5468,27351,2025-07-07 12:17:00,frappe,suggest,13,0,0
5469,27353,2025-12-05 22:09:00,ade,situation,24,1,0
5470,27356,2025-03-09 07:57:00,latte,situation,10,0,0
5471,27356,2025-03-09 07:57:00,tea,situation,29,0,0
5472,27370,2025-10-27 18:09:00,tea,situation,17,0,0
5473,27375,2025-04-14 21:36:00,tea,suggest,17,1,1
5474,27382,2025-09-05 13:10:00,tea,situation,27,1,0
5475,27382,2025-09-05 13:10:00,tea,suggest,29,0,0
5476,27389,2025-03-21 16:46:00,americano,situation,2,0,0
5477,27389,2025-03-21 16:46:00,drip,suggest,9,0,0
5478,27393,2025-04-15 09:07:00,latte,suggest,23,1,1
5479,27395,2025-01-05 15:13:00,coldbrew,situation,8,0,0
5480,27413,2025-06-09 09:19:00,non-coffee,situation,14,0,0
5481,27437,2025-06-26 09:44:00,cappuccino,situation,6,0,0
5482,27447,2025-12-12 07:36:00,tea,situation,17,0,0
5483,27452,2025-10-10 13:58:00,frappe,situation,12,0,0
5484,27453,2025-02-28 22:42:00,tea,situation,15,1,1
5485,27464,2025-02-05 15:35:00,non-coffee,situation,14,0,0
5486,27476,2025-07-06 12:49:00,tea,situation,29,0,0
5487,27516,2025-07-05 07:17:00,tea,suggest,27,1,0
5488,27516,2025-07-05 07:17:00,latte,situation,11,0,0
5489,27521,2025-03-02 18:55:00,smoothie,suggest,21,1,1
5490,27521,2025-03-02 18:55:00,non-coffee,suggest,14,1,0
5491,27530,2025-01-08 17:28:00,ade,suggest,24,0,0
5492,27555,2025-02-09 13:03:00,tea,suggest,29,1,1
5493,27555,2025-02-09 13:03:00,drip,situation,9,0,0
5494,27562,2025-11-06 17:22:00,ade,situation,24,1,1
5495,27568,2025-06-02 16:40:00,tea,suggest,29,0,0
5496,27568,2025-06-02 16:40:00,tea,suggest,30,1,1
5497,27575,2025-12-15 15:03:00,tea,situation,28,1,1
5498,27580,2025-09-09 08:54:00,tea,situation,30,0,0
5499,27580,2025-09-09 08:54:00,latte,situation,23,0,0
5500,27581,2025-11-08 16:07:00,ade,situation,24,0,0
5501,27591,2025-12-08 15:22:00,coldbrew,situation,8,1,1
5502,27608,2025-03-26 20:57:00,tea,situation,15,1,0
5503,27608,2025-03-26 20:57:00,latte,situation,4,1,1
5504,27611,2025-07-18 13:34:00,non-coffee,situation,14,1,1
5505,27614,2025-06-24 07:48:00,cappuccino,situation,6,0,0
5506,27621,2025-12-03 14:25:00,ade,situation,19,0,0
5507,27621,2025-12-03 14:25:00,smoothie,suggest,21,1,0
5508,27625,2025-11-17 11:49:00,smoothie,suggest,21,1,1
5509,27630,2025-07-21 15:50:00,latte,suggest,4,1,1
5510,27632,2025-02-03 09:13:00,juice,situation,22,0,0
5511,27636,2025-03-30 20:43:00,tea,situation,30,0,0
5512,27636,2025-03-30 20:43:00,frappe,situation,25,0,0
5513,27637,2025-04-14 14:38:00,tea,suggest,17,1,0
5514,27642,2025-02-25 11:27:00,tea,situation,28,0,0
5515,27645,2025-12-31 16:14:00,tea,situation,27,1,0
5516,27645,2025-12-31 16:14:00,non-coffee,suggest,14,0,0
5517,27655,2025-10-27 16:33:00,latte,situation,11,1,0
5518,27661,2025-11-06 19:53:00,tea,situation,30,1,1
5519,27667,2025-12-10 08:38:00,smoothie,suggest,20,0,0
5520,27683,2025-08-26 16:24:00,frappe,situation,12,1,0
5521,27683,2025-08-26 16:24:00,frappe,situation,26,1,0
5522,27692,2025-12-27 14:11:00,tea,situation,28,0,0
5523,27694,2025-04-21 20:17:00,tea,situation,30,0,0
5524,27694,2025-04-21 20:17:00,frappe,situation,25,1,0
5525,27695,2025-07-28 18:48:00,smoothie,situation,20,1,1
5526,27696,2025-10-12 09:46:00,americano,situation,3,1,0
5527,27706,2025-08-10 17:13:00,smoothie,situation,21,1,0
5528,27713,2025-09-27 09:35:00,drip,situation,9,0,0
5529,27713,2025-09-27 09:35:00,tea,situation,16,0,0
5530,27716,2025-11-01 14:33:00,tea,situation,30,1,1
5531,27716,2025-11-01 14:33:00,smoothie,situation,21,1,1
5532,27717,2025-08-27 09:35:00,smoothie,situation,32,1,1
5533,27736,2025-01-01 09:47:00,coldbrew,situation,7,1,1
5534,27739,2025-01-03 15:42:00,coldbrew,situation,8,1,1
5535,27741,2025-08-08 16:15:00,smoothie,situation,20,0,0
5536,27741,2025-08-08 16:15:00,tea,situation,30,1,1
5537,27743,2025-09-16 13:23:00,americano,situation,3,0,0
5538,27746,2025-04-28 11:50:00,ade,situation,18,1,1
5539,27746,2025-04-28 11:50:00,tea,situation,28,1,1
5540,27748,2025-08-19 09:47:00,espresso,suggest,1,1,0
5541,27767,2025-02-18 22:28:00,tea,suggest,31,1,0
5542,27773,2025-06-15 13:50:00,tea,situation,16,0,0
5543,27775,2025-02-02 20:04:00,espresso,suggest,1,1,1
5544,27775,2025-02-02 20:04:00,tea,situation,27,1,1
5545,27777,2025-02-12 20:17:00,tea,situation,30,0,0
5546,27786,2025-07-11 12:30:00,tea,situation,17,1,0
5547,27791,2025-10-12 16:23:00,smoothie,situation,20,0,0
5548,27796,2025-10-15 11:42:00,tea,situation,31,1,1
5549,27796,2025-10-15 11:42:00,smoothie,suggest,20,0,0
5550,27811,2025-03-11 08:18:00,ade,situation,24,1,1
5551,27818,2025-10-18 12:49:00,coldbrew,suggest,7,0,0
5552,27818,2025-10-18 12:49:00,coldbrew,suggest,8,0,0
5553,27829,2025-10-16 19:26:00,drip,situation,9,1,1
5554,27847,2025-04-13 14:20:00,tea,suggest,28,1,0
5555,27847,2025-04-13 14:20:00,coldbrew,situation,7,0,0
5556,27849,2025-07-31 16:02:00,frappe,situation,12,0,0
5557,27859,2025-03-15 14:56:00,latte,situation,4,1,0
5558,27859,2025-03-15 14:56:00,tea,situation,17,1,0
5559,27861,2025-09-01 21:29:00,non-coffee,situation,14,1,1
5560,27865,2025-11-03 07:05:00,coldbrew,situation,7,1,1
5561,27867,2025-02-27 16:35:00,smoothie,situation,32,1,0
5562,27868,2025-02-02 20:40:00,tea,suggest,29,1,0
5563,27868,2025-02-02 20:40:00,latte,situation,5,1,0
5564,27885,2025-09-29 18:27:00,ade,situation,18,1,0
5565,27889,2025-08-19 12:19:00,tea,situation,15,1,1
5566,27909,2025-11-10 08:51:00,non-coffee,situation,14,1,1
5567,27915,2025-06-15 12:31:00,latte,suggest,5,0,0
5568,27956,2025-04-12 14:04:00,smoothie,situation,20,1,0
5569,27956,2025-04-12 14:04:00,latte,situation,23,0,0
5570,27963,2025-01-20 16:30:00,smoothie,situation,21,1,1
5571,27969,2025-03-27 08:46:00,tea,situation,28,1,0
5572,27975,2025-07-06 14:49:00,tea,suggest,15,0,0
5573,27984,2025-07-25 13:40:00,coldbrew,suggest,8,1,1
5574,27992,2025-12-16 14:18:00,juice,suggest,22,1,0
5575,28001,2025-11-12 16:45:00,non-coffee,suggest,14,1,0
5576,28002,2025-04-18 12:14:00,latte,situation,23,1,1
5577,28006,2025-06-08 13:25:00,coldbrew,situation,7,0,0
5578,28017,2025-02-02 22:08:00,frappe,situation,26,1,1
5579,28020,2025-08-11 17:41:00,ade,suggest,18,1,1
5580,28034,2025-06-01 15:13:00,frappe,situation,13,0,0
5581,28034,2025-06-01 15:13:00,tea,situation,16,1,1
5582,28036,2025-03-08 14:57:00,tea,situation,27,0,0
5583,28056,2025-10-20 08:17:00,smoothie,situation,32,1,0
5584,28062,2025-03-31 13:02:00,latte,situation,4,1,1
5585,28068,2025-10-19 11:46:00,smoothie,suggest,21,0,0
5586,28068,2025-10-19 11:46:00,tea,suggest,31,1,1
5587,28073,2025-05-12 16:03:00,smoothie,suggest,21,0,0
5588,28089,2025-06-03 13:54:00,tea,situation,28,0,0
5589,28096,2025-01-16 22:53:00,smoothie,situation,21,1,1
5590,28101,2025-04-23 19:03:00,americano,situation,2,1,1
5591,28104,2025-05-01 13:55:00,smoothie,suggest,21,1,0
5592,28106,2025-11-08 11:56:00,frappe,suggest,13,1,1
5593,28106,2025-11-08 11:56:00,ade,situation,18,0,0
5594,28112,2025-04-20 12:03:00,smoothie,situation,32,0,0
5595,28112,2025-04-20 12:03:00,latte,situation,23,0,0
5596,28115,2025-01-15 18:04:00,smoothie,situation,20,1,0
5597,28130,2025-08-07 14:55:00,juice,situation,22,1,1
5598,28134,2025-05-31 15:28:00,smoothie,situation,32,1,1
5599,28134,2025-05-31 15:28:00,juice,suggest,22,1,1
5600,28143,2025-05-25 14:59:00,tea,suggest,28,1,1
5601,28145,2025-06-01 12:32:00,tea,situation,27,1,0
5602,28152,2025-11-05 19:49:00,latte,situation,5,1,0
5603,28152,2025-11-05 19:49:00,cappuccino,situation,6,1,1
5604,28155,2025-01-16 15:00:00,ade,suggest,19,0,0
5605,28159,2025-05-15 22:43:00,americano,situation,3,1,1
5606,28169,2025-10-08 12:07:00,ade,situation,24,0,0
5607,28170,2025-12-12 22:03:00,americano,situation,2,1,0
5608,28170,2025-12-12 22:03:00,tea,situation,15,1,0
5609,28183,2025-03-24 14:19:00,ade,situation,18,1,1
5610,28183,2025-03-24 14:19:00,tea,suggest,15,0,0
5611,28184,2025-02-20 19:06:00,tea,situation,28,1,1
5612,28184,2025-02-20 19:06:00,frappe,situation,25,0,0
5613,28185,2025-12-03 17:54:00,ade,situation,24,0,0
5614,28208,2025-06-03 08:32:00,coldbrew,suggest,8,0,0
5615,28213,2025-08-27 13:07:00,latte,situation,10,0,0
5616,28215,2025-11-14 12:04:00,latte,situation,11,0,0
5617,28230,2025-09-02 08:27:00,americano,suggest,2,1,1
5618,28230,2025-09-02 08:27:00,juice,situation,22,0,0
5619,28240,2025-01-27 15:23:00,coldbrew,suggest,7,1,1
5620,28240,2025-01-27 15:23:00,tea,situation,28,1,1
5621,28243,2025-08-22 20:43:00,tea,suggest,29,1,1
5622,28246,2025-03-23 18:06:00,coldbrew,situation,8,0,0
5623,28247,2025-02-27 17:58:00,latte,situation,5,1,0
5624,28260,2025-07-01 15:36:00,americano,situation,3,1,0
5625,28261,2025-08-06 09:44:00,coldbrew,situation,7,1,1
5626,28261,2025-08-06 09:44:00,latte,situation,4,1,1
5627,28263,2025-04-30 15:37:00,latte,situation,5,1,1
5628,28268,2025-06-21 16:34:00,coldbrew,situation,7,1,1
5629,28268,2025-06-21 16:34:00,tea,situation,15,1,1
5630,28272,2025-01-08 11:25:00,coldbrew,suggest,7,0,0
5631,28283,2025-12-16 19:14:00,cappuccino,situation,6,1,1
5632,28286,2025-05-14 12:45:00,coldbrew,situation,7,0,0
5633,28293,2025-06-26 18:59:00,frappe,situation,13,1,0
5634,28293,2025-06-26 18:59:00,frappe,suggest,25,0,0
5635,28295,2025-02-26 15:57:00,tea,situation,30,0,0
5636,28306,2025-12-30 12:38:00,smoothie,situation,20,1,1
5637,28308,2025-11-27 20:17:00,frappe,suggest,25,1,1
5638,28323,2025-12-18 17:06:00,coldbrew,situation,8,1,1
5639,28323,2025-12-18 17:06:00,frappe,situation,25,1,0
5640,28346,2025-12-05 15:18:00,ade,situation,24,0,0
5641,28346,2025-12-05 15:18:00,americano,situation,2,0,0
5642,28348,2025-09-09 12:06:00,latte,situation,23,0,0
5643,28361,2025-09-28 22:43:00,drip,suggest,9,0,0
5644,28368,2025-05-30 13:27:00,tea,situation,29,0,0
5645,28369,2025-08-23 16:11:00,smoothie,suggest,20,0,0
5646,28369,2025-08-23 16:11:00,ade,situation,18,1,0
5647,28376,2025-09-04 08:10:00,frappe,situation,25,1,1
5648,28380,2025-04-05 19:05:00,coldbrew,situation,8,0,0
5649,28385,2025-04-13 09:50:00,smoothie,situation,20,1,0
5650,28387,2025-09-25 16:54:00,smoothie,situation,32,1,0
5651,28391,2025-03-17 17:40:00,smoothie,situation,32,0,0
5652,28394,2025-02-19 09:17:00,ade,situation,18,0,0
5653,28407,2025-02-02 20:56:00,americano,situation,3,0,0
5654,28407,2025-02-02 20:56:00,latte,situation,5,1,1
5655,28410,2025-10-03 22:31:00,drip,situation,9,1,0
5656,28413,2025-07-29 07:07:00,latte,situation,4,0,0
5657,28414,2025-10-17 16:56:00,frappe,situation,12,1,1
5658,28414,2025-10-17 16:56:00,latte,situation,10,0,0
5659,28415,2025-07-09 14:17:00,tea,suggest,16,1,1
5660,28423,2025-10-02 18:13:00,frappe,situation,13,1,1
5661,28426,2025-02-27 16:51:00,espresso,situation,1,1,0
5662,28426,2025-02-27 16:51:00,frappe,situation,26,1,0
5663,28436,2025-11-04 19:57:00,latte,situation,11,0,0
5664,28436,2025-11-04 19:57:00,tea,situation,29,1,0
5665,28442,2025-11-20 14:42:00,smoothie,situation,32,0,0
5666,28442,2025-11-20 14:42:00,tea,suggest,15,1,0
5667,28443,2025-12-11 15:38:00,coldbrew,situation,8,0,0
5668,28447,2025-08-15 19:24:00,latte,situation,10,0,0
5669,28456,2025-11-28 16:57:00,americano,suggest,2,1,1
5670,28456,2025-11-28 16:57:00,drip,suggest,9,0,0
5671,28462,2025-04-28 09:35:00,latte,situation,23,1,1
5672,28462,2025-04-28 09:35:00,tea,situation,31,1,1
5673,28477,2025-12-25 16:04:00,smoothie,situation,32,1,1
5674,28488,2025-05-18 16:30:00,smoothie,suggest,32,0,0
5675,28494,2025-09-29 12:46:00,coldbrew,suggest,8,1,0
5676,28503,2025-02-13 12:39:00,tea,suggest,30,1,1
5677,28510,2025-06-01 14:40:00,ade,situation,19,1,1
5678,28516,2025-04-08 07:52:00,espresso,situation,1,0,0
5679,28516,2025-04-08 07:52:00,drip,suggest,9,0,0
5680,28522,2025-10-27 08:47:00,latte,suggest,10,1,0
5681,28525,2025-04-20 09:37:00,ade,suggest,19,0,0
5682,28535,2025-02-03 12:21:00,espresso,suggest,1,1,0
5683,28577,2025-11-25 18:21:00,tea,situation,29,1,1
5684,28580,2025-10-16 08:50:00,americano,situation,3,1,1
5685,28580,2025-10-16 08:50:00,tea,situation,27,1,0
5686,28590,2025-05-17 15:11:00,latte,situation,4,1,1
5687,28593,2025-06-25 08:36:00,frappe,suggest,12,1,1
5688,28593,2025-06-25 08:36:00,tea,suggest,27,0,0
5689,28597,2025-05-08 12:25:00,drip,situation,9,0,0
5690,28597,2025-05-08 12:25:00,coldbrew,situation,8,1,1
5691,28598,2025-02-12 11:50:00,frappe,situation,25,0,0
5692,28601,2025-12-12 09:34:00,americano,situation,3,1,1
5693,28609,2025-09-02 15:48:00,cappuccino,situation,6,0,0
5694,28612,2025-12-03 12:56:00,smoothie,situation,20,1,1
5695,28612,2025-12-03 12:56:00,drip,situation,9,0,0
5696,28620,2025-08-23 12:57:00,americano,situation,3,1,0
5697,28621,2025-03-01 17:54:00,frappe,situation,12,0,0
5698,28628,2025-07-17 22:32:00,ade,situation,24,1,1
5699,28635,2025-10-02 13:12:00,frappe,suggest,25,1,1
5700,28652,2025-11-27 07:56:00,tea,situation,29,0,0
5701,28655,2025-06-11 16:34:00,americano,suggest,3,1,1
5702,28656,2025-09-12 14:53:00,tea,suggest,15,1,1
5703,28660,2025-01-18 18:53:00,frappe,situation,25,1,0
5704,28663,2025-01-16 17:25:00,latte,suggest,11,0,0
5705,28663,2025-01-16 17:25:00,coldbrew,situation,8,0,0
5706,28664,2025-09-11 20:03:00,tea,suggest,31,0,0
5707,28672,2025-04-27 16:43:00,tea,situation,30,1,0
5708,28676,2025-03-10 16:56:00,smoothie,situation,21,0,0
5709,28683,2025-03-23 09:44:00,coldbrew,situation,7,1,0
5710,28688,2025-01-03 22:57:00,juice,situation,22,1,0
5711,28688,2025-01-03 22:57:00,smoothie,suggest,20,1,0
5712,28691,2025-04-05 15:05:00,tea,situation,31,1,1
5713,28696,2025-03-04 09:04:00,frappe,situation,25,1,1
5714,28696,2025-03-04 09:04:00,coldbrew,situation,8,1,0
5715,28701,2025-09-26 18:32:00,ade,suggest,19,1,1
5716,28715,2025-10-08 19:35:00,latte,suggest,11,0,0
5717,28715,2025-10-08 19:35:00,juice,situation,22,0,0
5718,28716,2025-07-19 17:33:00,smoothie,situation,21,1,0
5719,28719,2025-06-11 11:48:00,tea,suggest,30,0,0
5720,28722,2025-12-13 20:24:00,cappuccino,situation,6,0,0
5721,28723,2025-08-13 20:49:00,cappuccino,suggest,6,0,0
5722,28723,2025-08-13 20:49:00,tea,situation,29,0,0
5723,28740,2025-04-25 16:51:00,tea,situation,16,1,0
5724,28740,2025-04-25 16:51:00,ade,suggest,19,0,0
5725,28744,2025-03-06 15:06:00,drip,situation,9,0,0
5726,28749,2025-07-13 14:39:00,ade,situation,19,0,0
5727,28758,2025-09-10 09:01:00,frappe,situation,12,1,0
5728,28760,2025-10-18 20:18:00,tea,suggest,31,1,0
5729,28762,2025-07-24 14:53:00,smoothie,suggest,21,1,1
5730,28762,2025-07-24 14:53:00,tea,suggest,31,0,0
5731,28779,2025-05-21 14:10:00,smoothie,situation,32,0,0
5732,28779,2025-05-21 14:10:00,ade,situation,19,1,1
5733,28780,2025-05-19 13:19:00,coldbrew,situation,7,0,0
5734,28780,2025-05-19 13:19:00,smoothie,situation,21,0,0
5735,28781,2025-09-30 14:54:00,smoothie,situation,32,1,1
5736,28783,2025-03-18 16:31:00,ade,situation,24,0,0
5737,28786,2025-07-21 12:03:00,americano,situation,3,1,1
5738,28794,2025-11-22 20:17:00,frappe,suggest,25,1,1
5739,28800,2025-02-09 12:34:00,tea,suggest,17,1,0
5740,28807,2025-12-30 15:48:00,frappe,situation,13,1,0
5741,28808,2025-07-28 08:57:00,tea,suggest,29,0,0
5742,28811,2025-10-30 18:37:00,frappe,situation,25,1,1
5743,28825,2025-02-05 11:42:00,americano,situation,3,0,0
5744,28846,2025-02-01 14:38:00,frappe,situation,25,0,0
5745,28847,2025-05-22 16:26:00,americano,situation,2,0,0
5746,28852,2025-03-16 18:00:00,tea,suggest,29,0,0
5747,28857,2025-03-11 14:52:00,ade,suggest,19,0,0
5748,28863,2025-06-07 12:45:00,juice,suggest,22,0,0
5749,28865,2025-12-31 16:44:00,frappe,situation,26,1,1
5750,28869,2025-02-12 13:19:00,ade,situation,19,1,0
5751,28869,2025-02-12 13:19:00,frappe,situation,26,0,0
5752,28872,2025-08-12 13:43:00,coldbrew,situation,8,0,0
5753,28876,2025-09-07 07:10:00,americano,situation,3,0,0
5754,28887,2025-03-10 21:43:00,coldbrew,situation,8,1,1
5755,28898,2025-12-05 15:17:00,smoothie,situation,21,0,0
5756,28899,2025-02-28 11:00:00,latte,suggest,10,0,0
5757,28906,2025-05-13 16:46:00,smoothie,situation,20,1,1
5758,28912,2025-06-06 09:48:00,americano,situation,3,1,1
5759,28912,2025-06-06 09:48:00,juice,suggest,22,1,1
5760,28926,2025-06-27 13:49:00,tea,suggest,30,0,0
5761,28931,2025-04-14 18:38:00,latte,situation,10,0,0
5762,28936,2025-05-23 08:18:00,espresso,suggest,1,0,0
5763,28943,2025-10-21 15:30:00,smoothie,situation,21,1,1
5764,28945,2025-10-01 17:21:00,latte,situation,11,0,0
5765,28946,2025-06-24 19:08:00,tea,situation,29,1,1
5766,28955,2025-04-21 13:44:00,tea,situation,17,1,1
5767,28957,2025-11-28 17:10:00,drip,situation,9,1,1
5768,28964,2025-09-07 11:52:00,coldbrew,situation,8,0,0
5769,28983,2025-05-22 09:48:00,ade,suggest,24,1,1
5770,28983,2025-05-22 09:48:00,smoothie,suggest,21,1,1
5771,28987,2025-10-08 14:11:00,smoothie,suggest,32,1,1
5772,28996,2025-12-23 13:14:00,tea,situation,28,0,0
5773,28997,2025-04-15 09:58:00,latte,suggest,10,1,1
5774,29007,2025-12-27 16:41:00,cappuccino,suggest,6,1,1
5775,29008,2025-08-22 14:56:00,smoothie,situation,20,1,1
5776,29012,2025-03-06 07:29:00,tea,situation,29,1,1
5777,29020,2025-05-23 17:27:00,smoothie,suggest,20,1,1
5778,29024,2025-01-18 08:33:00,latte,suggest,10,1,0
5779,29024,2025-01-18 08:33:00,latte,situation,10,0,0
5780,29026,2025-07-31 18:28:00,tea,situation,31,0,0
